Abstract_tokens,DocTitle_tokens,phase,Publication Year,extended
"['opendata', 'role', 'process', 'government', 'administration', 'possibility', 'linkeddata', 'benefit', 'process', 'adoption', 'barrier', 'knowledge', 'skill', 'discipline', 'opendata', 'government', 'methodology', 'guideline', 'objective', 'sector', 'context', 'publication', 'definition', 'ogd', 'procedure', 'methodology', 'point', 'view', 'usage', 'publishing']",['ogd'],phase4,2018,"['opendata', 'role', 'process', 'government', 'administration', 'possibility', 'linkeddata', 'benefit', 'process', 'adoption', 'barrier', 'knowledge', 'skill', 'discipline', 'opendata', 'government', 'methodology', 'guideline', 'objective', 'sector', 'context', 'publication', 'definition', 'ogd', 'procedure', 'methodology', 'point', 'view', 'usage', 'publishing', 'ogd']"
"['administration', 'center', 'discussion', 'opening', 'government', 'public', 'opendata', 'concern', 'lot', 'community', 'business', 'citizen', 'opportunity', 'benefit', 'ogd', 'initiative', 'government', 'field', 'organization', 'administration']","['opendata', 'government']",phase2,2013,"['administration', 'center', 'discussion', 'opening', 'government', 'public', 'opendata', 'concern', 'lot', 'community', 'business', 'citizen', 'opportunity', 'benefit', 'ogd', 'initiative', 'government', 'field', 'organization', 'administration', 'opendata', 'government']"
"['ogd', 'ogd', 'organization', 'innovation', 'openness', 'ecosystem', 'government', 'restriction', 'day', 'ogd', 'adoption', 'factor', 'ogd', 'adoption', 'phase', 'decision', 'ogd', 'availability', 'literature', 'ogd', 'phase', 'ogd', 'implementation', 'phase', 'sector', 'organization', 'environment', 'framework', 'innovation', 'adoption', 'process', 'foundation', 'ogd', 'principle', 'ogd', 'adoption', 'phase', 'perspective', 'provider']","['post', 'adoption', 'ogd', 'sector']",phase5,2020,"['ogd', 'ogd', 'organization', 'innovation', 'openness', 'ecosystem', 'government', 'restriction', 'day', 'ogd', 'adoption', 'factor', 'ogd', 'adoption', 'phase', 'decision', 'ogd', 'availability', 'literature', 'ogd', 'phase', 'ogd', 'implementation', 'phase', 'sector', 'organization', 'environment', 'framework', 'innovation', 'adoption', 'process', 'foundation', 'ogd', 'principle', 'ogd', 'adoption', 'phase', 'perspective', 'provider', 'post', 'adoption', 'ogd', 'sector']"
"['society', 'release', 'ogd', 'administration', 'citizen', 'order', 'government', 'transparency', 'ogd', 'repository', 'user', 'direction', 'framework', 'ogd', 'government', 'portal', 'transparency', 'introduction', 'feature', 'framework', 'portal', 'institution']","['ogd', 'transparency', 'dimension']",phase3,2016,"['society', 'release', 'ogd', 'administration', 'citizen', 'order', 'government', 'transparency', 'ogd', 'repository', 'user', 'direction', 'framework', 'ogd', 'government', 'portal', 'transparency', 'introduction', 'feature', 'framework', 'portal', 'institution', 'ogd', 'transparency', 'dimension']"
"['objective', 'effort', 'ministry', 'initiative', 'budget', 'transparency', 'government', 'user', 'developer', 'indonesia', 'budget', 'transparency', 'methodology', 'adoption', 'budget', 'transparency', 'platform', 'result', 'connection', 'user', 'configuration', 'adoption', 'result', 'procedure', 'pattern', 'transparency', 'accountability', 'phenomenon', 'user', 'actor', 'idea', 'adoption', 'process']","['budget', 'transparency', 'initiative', 'ministry', 'ogd']",phase3,2015,"['objective', 'effort', 'ministry', 'initiative', 'budget', 'transparency', 'government', 'user', 'developer', 'indonesia', 'budget', 'transparency', 'methodology', 'adoption', 'budget', 'transparency', 'platform', 'result', 'connection', 'user', 'configuration', 'adoption', 'result', 'procedure', 'pattern', 'transparency', 'accountability', 'phenomenon', 'user', 'actor', 'idea', 'adoption', 'process', 'budget', 'transparency', 'initiative', 'ministry', 'ogd']"
"['transparency', 'initiative', 'government', 'volume', 'variety', 'institution', 'administration', 'context', 'transparency', 'portal', 'document', 'format', 'reading', 'human', 'document', 'dataanalysis', 'citizen', 'transparency', 'progress', 'repository', 'ogd', 'principle', 'citizen', 'power', 'machine', 'access', 'framework', 'user', 'machine', 'dataset']","['government', 'transparency']",phase2,2014,"['transparency', 'initiative', 'government', 'volume', 'variety', 'institution', 'administration', 'context', 'transparency', 'portal', 'document', 'format', 'reading', 'human', 'document', 'dataanalysis', 'citizen', 'transparency', 'progress', 'repository', 'ogd', 'principle', 'citizen', 'power', 'machine', 'access', 'framework', 'user', 'machine', 'dataset', 'government', 'transparency']"
"['ogd', 'ogd', 'promise', 'benefit', 'society', 'product', 'investment', 'publishing', 'ogd', 'usage', 'public', 'ogd', 'practice', 'ogd', 'user', 'awareness', 'skill', 'resource', 'attempt', 'knowledge', 'programming', 'methodology', 'ogd', 'citizen', 'life']",['ogd'],phase4,2019,"['ogd', 'ogd', 'promise', 'benefit', 'society', 'product', 'investment', 'publishing', 'ogd', 'usage', 'public', 'ogd', 'practice', 'ogd', 'user', 'awareness', 'skill', 'resource', 'attempt', 'knowledge', 'programming', 'methodology', 'ogd', 'citizen', 'life', 'ogd']"
"['opendata', 'administration', 'phenomenon', 'sector', 'purpose', 'processing', 'curation', 'visualization', 'maintenance', 'result', 'bigdata', 'theory', 'methodology', 'experience', 'report', 'literature', 'field', 'interoperability', 'infrastructure', 'government']","['introduction', 'analytic', 'interoperability', 'infrastructure', 'government']",phase3,2015,"['opendata', 'administration', 'phenomenon', 'sector', 'purpose', 'processing', 'curation', 'visualization', 'maintenance', 'result', 'bigdata', 'theory', 'methodology', 'experience', 'report', 'literature', 'field', 'interoperability', 'infrastructure', 'government', 'introduction', 'analytic', 'interoperability', 'infrastructure', 'government']"
"['vehicle', 'road', 'traffic', 'people', 'understanding', 'risk', 'factor', 'traffic', 'classification', 'road', 'traffic', 'thailand', 'thailand', 'ogd', 'combination', 'training', 'instance', 'forest', 'performance', 'recall', 'accuracy', 'factor', 'prediction', 'age', 'authority', 'spot', 'factor', 'road', 'safety']","['road', 'traffic', 'thailand', 'ogd']",phase5,2021,"['vehicle', 'road', 'traffic', 'people', 'understanding', 'risk', 'factor', 'traffic', 'classification', 'road', 'traffic', 'thailand', 'thailand', 'ogd', 'combination', 'training', 'instance', 'forest', 'performance', 'recall', 'accuracy', 'factor', 'prediction', 'age', 'authority', 'spot', 'factor', 'road', 'safety', 'road', 'traffic', 'thailand', 'ogd']"
"['government', 'citizen', 'representation', 'attempt', 'ogd', 'ogd', 'resource', 'description', 'framework', 'rdf', 'format', 'ontology', 'advantage', 'process', 'vision', 'semanticweb', 'initiative', 'exchange', 'resource']",['ogd'],phase2,2013,"['government', 'citizen', 'representation', 'attempt', 'ogd', 'ogd', 'resource', 'description', 'framework', 'rdf', 'format', 'ontology', 'advantage', 'process', 'vision', 'semanticweb', 'initiative', 'exchange', 'resource', 'ogd']"
"['simulation', '3d', 'game', 'training', 'training', '3d', 'environment', 'experience', 'engagement', 'purpose', 'framework', '3d', 'framework', 'activity', 'theory', 'game', 'framework', 'game', 'sequence', 'game', 'game', 'training', 'building', 'population', 'census']","['framework', '3d', 'game', 'simulator', 'training', 'building', 'government', 'agency', 'statistic', 'indonesia']",phase3,2016,"['simulation', '3d', 'game', 'training', 'training', '3d', 'environment', 'experience', 'engagement', 'purpose', 'framework', '3d', 'framework', 'activity', 'theory', 'game', 'framework', 'game', 'sequence', 'game', 'game', 'training', 'building', 'population', 'census', 'framework', '3d', 'game', 'simulator', 'training', 'building', 'government', 'agency', 'statistic', 'indonesia']"
"['progress', 'implementation', 'prototype', 'ii', 'format', 'support', 'construction', 'network', 'apis', 'support', 'domain', 'ontology', 'effectiveness', 'validation', 'feasibility', 'architecture']","['ii', 'interface', 'opendata', 'taiwan', 'government']",phase3,2016,"['progress', 'implementation', 'prototype', 'ii', 'format', 'support', 'construction', 'network', 'apis', 'support', 'domain', 'ontology', 'effectiveness', 'validation', 'feasibility', 'architecture', 'ii', 'interface', 'opendata', 'taiwan', 'government']"
"['government', 'policy', 'mechanism', 'opendata', 'citizen', 'order', 'transparency', 'administration', 'institution', 'usage', 'nature', 'purpose', 'step', 'order', 'opendata', 'error', 'step', 'opendata', 'government', 'european', 'union', 'entity']","['ogd', 'european', 'union']",phase4,2018,"['government', 'policy', 'mechanism', 'opendata', 'citizen', 'order', 'transparency', 'administration', 'institution', 'usage', 'nature', 'purpose', 'step', 'order', 'opendata', 'error', 'step', 'opendata', 'government', 'european', 'union', 'entity', 'ogd', 'european', 'union']"
"['investigation', 'thailand', 'ogd', 'website', 'comparison', 'website', 'website', 'country', 'country', 'objective', 'investigation', 'comparison', 'recommendation', 'thailand', 'opendata', 'government', 'agency', 'organization', 'thailand', 'ogd', 'website', 'ogd', 'website', 'domain', 'dataset', 'governance', 'transparency', 'website', 'operation', 'user', 'access', 'website', 'attempt', 'website', 'public', 'website', 'feature', 'content', 'web', 'comparison', 'country', 'feature', 'thailand', 'ogd', 'website', 'programming', 'interface', 'api', 'feature']","['investigation', 'comparison', 'government', 'opendata', 'website']",phase3,2016,"['investigation', 'thailand', 'ogd', 'website', 'comparison', 'website', 'website', 'country', 'country', 'objective', 'investigation', 'comparison', 'recommendation', 'thailand', 'opendata', 'government', 'agency', 'organization', 'thailand', 'ogd', 'website', 'ogd', 'website', 'domain', 'dataset', 'governance', 'transparency', 'website', 'operation', 'user', 'access', 'website', 'attempt', 'website', 'public', 'website', 'feature', 'content', 'web', 'comparison', 'country', 'feature', 'thailand', 'ogd', 'website', 'programming', 'interface', 'api', 'feature', 'investigation', 'comparison', 'government', 'opendata', 'website']"
"['overview', 'progress', 'strategy', 'ogd', 'implementation', 'process', 'review', 'strategy', 'policy', 'country', 'context', 'progress', 'initiative', 'deployment', 'conclusion', 'purpose', 'ogd', 'transparency', 'process', 'action', 'government', 'innovation', 'disclosure', 'region']","['ogd', 'process']",phase3,2016,"['overview', 'progress', 'strategy', 'ogd', 'implementation', 'process', 'review', 'strategy', 'policy', 'country', 'context', 'progress', 'initiative', 'deployment', 'conclusion', 'purpose', 'ogd', 'transparency', 'process', 'action', 'government', 'innovation', 'disclosure', 'region', 'ogd', 'process']"
"['ogd', 'ogd', 'citizen', 'government', 'administration', 'opendata', 'initiative', 'thailand', 'process', 'ogd', 'country', 'ogd', 'assessment', 'assessment', 'assessment', 'component', 'enterprise', 'architecture', 'assessment', 'component', 'enterprise', 'architecture', 'activity', 'government', 'user', 'experience', 'assessment', 'web', 'organization', 'result', 'organization']","['organization', 'intention', 'ogd', 'assessment', 'testing']",phase4,2017,"['ogd', 'ogd', 'citizen', 'government', 'administration', 'opendata', 'initiative', 'thailand', 'process', 'ogd', 'country', 'ogd', 'assessment', 'assessment', 'assessment', 'component', 'enterprise', 'architecture', 'assessment', 'component', 'enterprise', 'architecture', 'activity', 'government', 'user', 'experience', 'assessment', 'web', 'organization', 'result', 'organization', 'organization', 'intention', 'ogd', 'assessment', 'testing']"
"['ogd', 'ogd', 'analytic', 'pattern', 'budget', 'request', 'government', 'agency', 'ogd', 'analytic', 'ogd', 'thailand', 'experiment', 'budget', 'government', 'agency', 'website', 'thailand', 'budget', 'pattern', 'government', 'implication', 'government', 'thailand', 'government', 'strategy', 'citizen']","['budget', 'analytic', 'ogd', 'thailand']",phase4,2017,"['ogd', 'ogd', 'analytic', 'pattern', 'budget', 'request', 'government', 'agency', 'ogd', 'analytic', 'ogd', 'thailand', 'experiment', 'budget', 'government', 'agency', 'website', 'thailand', 'budget', 'pattern', 'government', 'implication', 'government', 'thailand', 'government', 'strategy', 'citizen', 'budget', 'analytic', 'ogd', 'thailand']"
"['ogd', 'movement', 'bigdata', 'government', 'agency', 'space', 'coverage', 'aspect', 'city', 'reference', 'grid', 'government', 'grid', 'organization', 'usage', 'array', 'database', 'performance', 'database', 'computing', 'dataanalysis', 'ogd', 'china', 'applicability']","['grid', 'ogd', 'mining']",phase3,2016,"['ogd', 'movement', 'bigdata', 'government', 'agency', 'space', 'coverage', 'aspect', 'city', 'reference', 'grid', 'government', 'grid', 'organization', 'usage', 'array', 'database', 'performance', 'database', 'computing', 'dataanalysis', 'ogd', 'china', 'applicability', 'grid', 'ogd', 'mining']"
"['era', 'government', 'publishing', 'opening', 'difference', 'connection', 'publishing', 'opening', 'situation', 'opening', 'government', 'difficulty', 'opening', 'suggestion', 'opening', 'government']","['government', 'strategy', 'transformation', 'publishing', 'opening']",phase4,2017,"['era', 'government', 'publishing', 'opening', 'difference', 'connection', 'publishing', 'opening', 'situation', 'opening', 'government', 'difficulty', 'opening', 'suggestion', 'opening', 'government', 'government', 'strategy', 'transformation', 'publishing', 'opening']"
"['obstacle', 'ogd', 'ogd', 'initiative', 'government', 'literature', 'review', 'privacy', 'protection', 'security', 'quality', 'category', 'result', 'publication', 'step', 'literature', 'review', 'objective', 'individual', 'organization', 'ogd']","['ogd', 'implementation', 'literature', 'review']",phase5,2022,"['obstacle', 'ogd', 'ogd', 'initiative', 'government', 'literature', 'review', 'privacy', 'protection', 'security', 'quality', 'category', 'result', 'publication', 'step', 'literature', 'review', 'objective', 'individual', 'organization', 'ogd', 'ogd', 'implementation', 'literature', 'review']"
